timestamp,esp_current,esp_voltage,esp_rpm,plc_motor_temp,env_temp_c,env_humidity,overall_health_score,electrical_health,thermal_health,mechanical_health,power_consumption,relay1_status,relay2_status,relay3_status,is_fault
2025-08-15T15:13:28.272763,7.38,23.4,2654,49.3,23.3,48.8,75.6,72.8,83.8,86.1,0.172,ON,ON,OFF,False
2025-08-15T15:18:28.272763,7.97,24.6,2793,50.1,24.9,52.6,93.6,79.8,80.9,92.3,0.196,ON,ON,OFF,False
2025-08-15T15:23:28.272763,6.53,24.8,2675,43.4,26.9,41.6,94.5,71.8,72.1,93.6,0.162,ON,OFF,OFF,False
2025-08-15T15:28:28.272763,6.22,24.8,2705,39.7,28.0,38.7,76.1,82.5,79.2,85.2,0.154,ON,OFF,OFF,False
2025-08-15T15:33:28.272763,6.72,23.1,2672,40.6,21.8,51.5,77.4,81.5,75.9,84.1,0.155,ON,OFF,OFF,False
2025-08-15T15:38:28.272763,7.56,23.3,2740,56.7,20.1,57.0,94.3,82.9,83.6,91.4,0.176,ON,ON,OFF,False
2025-08-15T15:43:28.272763,4.95,25.0,2703,36.4,27.2,65.8,87.5,84.5,82.5,79.9,0.124,ON,OFF,OFF,False
2025-08-15T15:48:28.272763,6.5,23.2,2695,38.9,20.7,48.2,92.0,72.5,66.8,79.4,0.151,ON,OFF,OFF,False
2025-08-15T15:53:28.272763,5.36,24.0,2716,38.0,27.1,56.1,83.6,93.5,87.2,80.5,0.129,ON,OFF,OFF,False
2025-08-15T15:58:28.272763,8.32,23.9,2781,50.6,27.7,48.6,78.7,92.6,69.3,76.8,0.199,ON,ON,OFF,False
2025-08-15T16:03:28.272763,5.13,23.9,2731,37.0,29.6,31.6,94.1,89.2,80.8,83.4,0.122,ON,OFF,OFF,False
2025-08-15T16:08:28.272763,6.3,24.5,2845,31.7,22.5,44.9,89.3,93.7,65.7,90.9,0.154,ON,OFF,OFF,False
2025-08-15T16:13:28.272763,7.22,24.0,2685,40.8,25.3,50.2,93.8,89.0,88.5,75.6,0.173,ON,OFF,OFF,False
2025-08-15T16:18:28.272763,7.71,24.2,2807,54.3,26.1,32.5,77.3,78.9,75.6,87.1,0.187,ON,ON,OFF,False
2025-08-15T16:23:28.272763,5.76,24.1,2814,37.0,29.3,44.8,87.9,71.3,77.9,84.8,0.139,ON,OFF,OFF,False
2025-08-15T16:28:28.272763,5.15,23.8,2787,32.1,22.8,44.4,86.9,88.9,87.4,90.2,0.122,ON,OFF,OFF,False
2025-08-15T16:33:28.272763,6.53,24.5,2731,40.8,28.0,40.5,94.8,86.9,65.5,89.1,0.16,ON,OFF,OFF,False
2025-08-15T16:38:28.272763,5.42,24.1,2806,35.3,22.7,52.9,80.1,76.8,68.3,91.7,0.13,ON,OFF,OFF,False
2025-08-15T16:43:28.272763,5.71,24.8,2774,36.3,25.8,35.0,75.6,75.7,66.2,82.2,0.141,ON,OFF,OFF,False
2025-08-15T16:48:28.272763,4.42,24.6,2818,38.1,26.7,57.5,89.2,78.6,70.1,83.7,0.109,ON,OFF,OFF,False
2025-08-15T16:53:28.272763,4.38,23.9,2776,34.9,21.4,59.7,81.5,74.8,69.5,79.8,0.105,ON,OFF,OFF,False
2025-08-15T16:58:28.272763,6.64,23.6,2705,43.9,27.6,67.3,77.3,80.0,84.0,87.2,0.157,ON,OFF,OFF,False
2025-08-15T17:03:28.272763,4.62,24.2,2777,40.1,21.9,41.4,88.5,92.9,89.2,94.9,0.112,ON,OFF,OFF,False
2025-08-15T17:08:28.272763,6.06,23.7,2664,44.0,22.7,44.6,75.9,82.2,83.4,75.8,0.144,ON,OFF,OFF,False
2025-08-15T17:13:28.272763,7.68,23.2,2662,45.0,24.0,36.4,76.2,78.2,71.7,82.3,0.178,ON,ON,OFF,False
2025-08-15T17:18:28.272763,5.85,24.2,2848,43.0,29.6,58.6,86.9,80.0,70.5,75.4,0.142,ON,OFF,OFF,False
2025-08-15T17:23:28.272763,6.76,24.0,2841,42.7,25.5,48.2,86.4,85.8,79.8,76.8,0.162,ON,OFF,OFF,False
2025-08-15T17:28:28.272763,6.2,23.2,2669,32.6,23.6,52.6,94.8,93.9,74.0,84.5,0.144,ON,OFF,OFF,False
2025-08-15T17:33:28.272763,7.54,23.4,2772,49.6,25.7,30.6,94.3,77.8,89.1,75.5,0.176,ON,ON,OFF,False
2025-08-15T17:38:28.272763,7.15,24.5,2729,44.3,21.0,49.0,83.9,81.4,79.7,76.5,0.175,ON,OFF,OFF,False
2025-08-15T17:43:28.272763,5.37,23.4,2772,38.3,20.4,33.4,77.0,87.5,89.0,77.8,0.126,ON,OFF,OFF,False
2025-08-15T17:48:28.272763,6.83,23.3,2811,36.8,28.8,66.3,84.6,76.6,74.3,91.4,0.159,ON,OFF,OFF,False
2025-08-15T17:53:28.272763,6.66,24.2,2758,38.7,28.1,59.0,90.1,81.6,79.6,89.6,0.161,ON,OFF,OFF,False
2025-08-15T17:58:28.272763,5.24,23.2,2752,34.6,28.1,41.7,78.0,76.1,72.6,81.4,0.122,ON,OFF,OFF,False
2025-08-15T18:03:28.272763,4.49,24.6,2841,32.6,22.0,46.8,79.6,78.3,72.7,83.9,0.111,ON,OFF,OFF,False
2025-08-15T18:08:28.272763,4.45,23.0,2714,33.0,29.8,40.3,79.8,85.0,89.7,89.1,0.102,ON,OFF,OFF,False
2025-08-15T18:13:28.272763,4.98,24.2,2709,27.3,24.4,41.7,79.2,71.7,85.1,89.4,0.12,ON,OFF,OFF,False
2025-08-15T18:18:28.272763,5.15,24.1,2707,29.3,24.2,47.3,85.0,74.2,69.4,82.3,0.124,ON,OFF,OFF,False
2025-08-15T18:23:28.272763,5.02,23.4,2735,29.6,25.6,40.7,81.0,75.7,74.6,90.3,0.117,ON,OFF,OFF,False
2025-08-15T18:28:28.272763,9.25,19.4,2160,69.4,29.2,57.0,45.7,80.9,78.0,81.7,0.179,ON,ON,ON,True
2025-08-15T18:33:28.272763,4.36,24.7,2682,24.9,24.0,53.8,78.6,89.0,71.5,82.7,0.108,ON,OFF,OFF,False
2025-08-15T18:38:28.272763,4.42,24.2,2803,29.1,25.0,49.7,91.8,92.4,81.0,81.0,0.107,ON,OFF,OFF,False
2025-08-15T18:43:28.272763,5.7,24.5,2822,37.5,22.9,48.3,78.6,70.5,69.7,85.8,0.14,ON,OFF,OFF,False
2025-08-15T18:48:28.272763,5.94,24.7,2735,33.4,22.1,58.7,94.6,92.2,68.6,79.2,0.147,ON,OFF,OFF,False
2025-08-15T18:53:28.272763,4.38,23.8,2767,30.0,24.8,66.1,82.7,80.0,69.2,87.6,0.104,ON,OFF,OFF,False
2025-08-15T18:58:28.272763,11.99,19.1,2112,68.0,27.9,53.1,35.7,90.4,72.3,86.0,0.229,ON,ON,ON,True
2025-08-15T19:03:28.272763,3.67,23.8,2783,25.0,21.4,57.4,87.7,82.5,86.8,89.7,0.088,OFF,OFF,OFF,False
2025-08-15T19:08:28.272763,3.78,24.4,2778,36.5,25.4,47.6,87.5,84.5,68.0,84.5,0.092,OFF,OFF,OFF,False
2025-08-15T19:13:28.272763,5.13,24.2,2664,31.6,29.2,52.3,87.1,84.0,77.0,85.5,0.124,ON,OFF,OFF,False
2025-08-15T19:18:28.272763,4.33,23.2,2653,23.0,29.5,39.3,86.3,74.2,81.4,75.9,0.1,ON,OFF,OFF,False
2025-08-15T19:23:28.272763,5.02,24.4,2828,40.4,20.3,31.5,86.0,83.3,69.5,76.1,0.122,ON,OFF,OFF,False
2025-08-15T19:28:28.272763,4.64,23.4,2758,37.7,21.2,57.4,84.6,85.7,72.8,83.2,0.109,ON,OFF,OFF,False
2025-08-15T19:33:28.272763,10.21,21.0,2009,76.1,28.7,36.0,48.2,75.6,82.9,87.5,0.215,ON,ON,ON,True
2025-08-15T19:38:28.272763,3.73,24.4,2757,24.3,24.7,65.8,81.1,72.8,66.6,76.3,0.091,OFF,OFF,OFF,False
2025-08-15T19:43:28.272763,4.59,24.0,2706,31.5,29.4,50.4,75.1,92.0,86.1,76.8,0.11,ON,OFF,OFF,False
2025-08-15T19:48:28.272763,11.82,20.9,2287,65.2,24.5,69.4,33.9,81.7,86.5,86.0,0.247,ON,ON,ON,True
2025-08-15T19:53:28.272763,3.94,23.2,2752,25.4,28.0,57.4,75.9,93.6,89.5,84.2,0.091,OFF,OFF,OFF,False
2025-08-15T19:58:28.272763,5.83,23.7,2833,31.7,24.1,62.0,76.7,80.3,86.7,78.8,0.138,ON,OFF,OFF,False
2025-08-15T20:03:28.272763,4.64,23.3,2826,38.5,24.6,48.1,79.7,74.8,74.9,84.0,0.108,ON,OFF,OFF,False
2025-08-15T20:08:28.272763,4.0,23.9,2728,27.5,27.9,62.7,76.0,83.5,71.2,89.1,0.096,ON,OFF,OFF,False
2025-08-15T20:13:28.272763,4.49,24.8,2683,33.4,28.9,69.6,88.2,76.9,79.4,86.6,0.111,ON,OFF,OFF,False
2025-08-15T20:18:28.272763,5.88,23.5,2813,34.1,20.5,42.9,88.9,80.9,89.0,78.8,0.138,ON,OFF,OFF,False
2025-08-15T20:23:28.272763,6.1,23.5,2802,38.4,20.6,46.0,84.6,82.8,85.6,76.8,0.143,ON,OFF,OFF,False
2025-08-15T20:28:28.272763,4.32,24.6,2808,36.1,27.5,30.4,94.2,82.6,77.6,76.4,0.106,ON,OFF,OFF,False
2025-08-15T20:33:28.272763,4.19,24.5,2817,30.8,22.8,51.1,90.3,88.5,68.2,75.5,0.103,ON,OFF,OFF,False
2025-08-15T20:38:28.272763,4.84,24.6,2830,33.8,25.5,47.3,87.9,94.0,89.5,77.5,0.119,ON,OFF,OFF,False
2025-08-15T20:43:28.272763,3.67,24.0,2818,22.9,26.7,41.3,85.8,90.0,81.4,87.5,0.088,OFF,OFF,OFF,False
2025-08-15T20:48:28.272763,4.71,24.8,2679,30.5,25.6,49.0,82.0,78.3,74.0,85.2,0.117,ON,OFF,OFF,False
2025-08-15T20:53:28.272763,4.29,24.5,2810,29.3,30.0,62.4,86.4,90.3,88.6,75.7,0.105,ON,OFF,OFF,False
2025-08-15T20:58:28.272763,4.72,24.5,2664,26.2,20.3,60.8,94.0,79.3,71.1,85.3,0.115,ON,OFF,OFF,False
2025-08-15T21:03:28.272763,4.63,23.4,2810,36.2,24.4,58.7,86.9,73.6,77.1,87.1,0.108,ON,OFF,OFF,False
2025-08-15T21:08:28.272763,5.19,24.6,2726,31.3,24.3,59.7,90.4,70.5,66.2,85.7,0.128,ON,OFF,OFF,False
2025-08-15T21:13:28.272763,3.95,23.1,2776,25.1,27.8,58.7,76.9,83.9,66.7,80.9,0.091,OFF,OFF,OFF,False
2025-08-15T21:18:28.272763,5.45,24.7,2663,37.7,28.6,50.3,83.8,74.6,80.7,94.3,0.134,ON,OFF,OFF,False
2025-08-15T21:23:28.272763,5.69,24.3,2688,35.5,22.5,53.0,77.6,72.4,74.1,79.3,0.138,ON,OFF,OFF,False
2025-08-15T21:28:28.272763,3.93,23.3,2772,32.0,25.6,38.6,93.2,87.7,88.6,93.4,0.092,OFF,OFF,OFF,False
2025-08-15T21:33:28.272763,3.91,24.2,2796,26.9,20.0,60.8,79.0,74.9,81.9,75.3,0.095,OFF,OFF,OFF,False
2025-08-15T21:38:28.272763,4.29,23.3,2792,28.4,21.1,49.7,94.7,91.4,78.8,85.7,0.1,ON,OFF,OFF,False
2025-08-15T21:43:28.272763,3.67,24.3,2758,32.4,28.6,31.6,91.4,76.7,89.9,82.6,0.089,OFF,OFF,OFF,False
2025-08-15T21:48:28.272763,4.28,24.2,2834,23.3,23.3,69.1,90.3,82.6,77.9,81.3,0.103,ON,OFF,OFF,False
2025-08-15T21:53:28.272763,4.39,24.6,2654,26.2,27.2,37.9,83.5,71.2,71.7,92.5,0.108,ON,OFF,OFF,False
2025-08-15T21:58:28.272763,3.85,24.7,2744,30.9,23.8,53.6,92.3,94.8,78.6,77.9,0.095,OFF,OFF,OFF,False
2025-08-15T22:03:28.272763,3.25,23.1,2660,31.2,28.4,63.4,89.5,76.9,86.0,83.8,0.075,OFF,OFF,OFF,False
2025-08-15T22:08:28.272763,4.78,24.5,2771,23.8,25.9,51.0,93.3,77.4,75.2,91.2,0.117,ON,OFF,OFF,False
2025-08-15T22:13:28.272763,5.19,23.7,2782,38.1,24.2,59.1,82.8,77.4,77.8,88.3,0.123,ON,OFF,OFF,False
2025-08-15T22:18:28.272763,6.03,23.5,2701,41.6,20.8,61.5,81.1,91.8,76.7,84.2,0.142,ON,OFF,OFF,False
2025-08-15T22:23:28.272763,5.94,23.1,2709,29.2,25.0,54.8,81.5,81.5,68.1,85.3,0.137,ON,OFF,OFF,False
2025-08-15T22:28:28.272763,8.0,20.4,2367,73.1,22.9,46.0,37.9,88.7,88.4,77.1,0.163,ON,ON,ON,True
2025-08-15T22:33:28.272763,3.95,23.7,2758,26.0,21.0,67.2,93.0,76.5,85.0,80.4,0.094,OFF,OFF,OFF,False
2025-08-15T22:38:28.272763,3.81,24.2,2819,27.2,26.2,58.9,79.4,72.6,82.5,94.2,0.092,OFF,OFF,OFF,False
2025-08-15T22:43:28.272763,5.03,24.8,2724,31.5,27.8,48.9,76.0,87.6,69.3,92.2,0.125,ON,OFF,OFF,False
2025-08-15T22:48:28.272763,3.8,24.8,2659,23.3,27.0,32.6,87.1,82.5,78.1,75.9,0.094,OFF,OFF,OFF,False
2025-08-15T22:53:28.272763,4.62,24.3,2735,33.7,28.4,62.4,85.0,73.8,67.6,78.9,0.112,ON,OFF,OFF,False
2025-08-15T22:58:28.272763,5.02,24.9,2691,33.9,25.5,68.8,90.2,90.8,86.0,86.7,0.125,ON,OFF,OFF,False
2025-08-15T23:03:28.272763,2.73,23.5,2673,20.8,27.2,33.3,92.6,74.7,84.3,84.9,0.064,OFF,OFF,OFF,False
2025-08-15T23:08:28.272763,2.87,23.7,2691,18.9,25.4,55.6,89.3,79.8,65.0,86.6,0.068,OFF,OFF,OFF,False
2025-08-15T23:13:28.272763,3.16,24.3,2730,21.1,23.5,60.3,94.2,77.7,88.4,75.0,0.077,OFF,OFF,OFF,False
2025-08-15T23:18:28.272763,4.49,24.5,2713,24.4,22.7,31.9,86.8,72.7,74.1,77.7,0.11,ON,OFF,OFF,False
2025-08-15T23:23:28.272763,2.29,23.7,2832,14.8,27.9,49.9,89.7,72.2,87.0,84.7,0.054,OFF,OFF,OFF,False
2025-08-15T23:28:28.272763,3.2,23.1,2739,22.5,21.9,50.0,80.8,88.1,72.4,84.7,0.074,OFF,OFF,OFF,False
2025-08-15T23:33:28.272763,3.8,23.2,2654,26.7,24.9,38.5,86.6,82.3,74.0,77.4,0.088,OFF,OFF,OFF,False
2025-08-15T23:38:28.272763,2.81,23.7,2691,20.0,24.4,57.4,85.5,86.1,79.9,86.9,0.067,OFF,OFF,OFF,False
2025-08-15T23:43:28.272763,2.24,24.7,2844,13.6,29.4,36.4,87.0,88.4,67.0,86.9,0.055,OFF,OFF,OFF,False
2025-08-15T23:48:28.272763,3.29,23.2,2704,27.0,26.4,51.8,80.3,92.6,82.4,80.5,0.076,OFF,OFF,OFF,False
2025-08-15T23:53:28.272763,2.0,23.7,2665,13.4,21.3,47.0,85.1,75.0,77.6,90.6,0.047,OFF,OFF,OFF,False
2025-08-15T23:58:28.272763,3.46,23.4,2690,24.5,20.3,49.3,91.0,89.5,86.7,88.6,0.081,OFF,OFF,OFF,False
2025-08-16T00:03:28.272763,2.64,24.4,2701,23.8,24.0,52.7,94.5,70.1,70.7,88.4,0.064,OFF,OFF,OFF,False
2025-08-16T00:08:28.272763,2.37,23.4,2841,13.7,21.0,49.7,75.2,81.3,79.6,86.5,0.055,OFF,OFF,OFF,False
2025-08-16T00:13:28.272763,2.21,23.3,2772,18.0,28.4,47.5,79.7,94.9,82.0,77.1,0.052,OFF,OFF,OFF,False
2025-08-16T00:18:28.272763,3.31,23.1,2769,24.2,22.9,69.1,91.8,87.7,65.2,86.3,0.077,OFF,OFF,OFF,False
2025-08-16T00:23:28.272763,8.11,19.4,2392,65.5,23.0,52.4,37.6,84.8,84.7,89.1,0.158,ON,ON,ON,True
2025-08-16T00:28:28.272763,2.16,24.7,2772,13.9,27.8,36.0,75.5,70.1,88.6,86.4,0.053,OFF,OFF,OFF,False
2025-08-16T00:33:28.272763,2.27,24.7,2768,16.6,25.5,68.7,87.5,71.3,71.6,83.2,0.056,OFF,OFF,OFF,False
2025-08-16T00:38:28.272763,2.05,23.5,2737,13.1,25.8,63.2,93.6,88.7,65.7,92.0,0.048,OFF,OFF,OFF,False
2025-08-16T00:43:28.272763,4.01,24.4,2747,31.3,29.6,57.8,84.4,76.6,81.5,89.9,0.098,ON,OFF,OFF,False
2025-08-16T00:48:28.272763,1.99,24.5,2714,15.3,20.8,56.7,86.2,83.5,70.2,83.5,0.049,OFF,OFF,OFF,False
2025-08-16T00:53:28.272763,2.91,23.6,2759,20.3,28.2,69.6,92.9,72.0,68.9,85.1,0.069,OFF,OFF,OFF,False
2025-08-16T00:58:28.272763,4.53,23.2,2778,28.8,26.0,40.1,82.0,73.5,72.2,87.2,0.105,ON,OFF,OFF,False
2025-08-16T01:03:28.272763,2.44,24.6,2828,17.3,22.3,68.3,91.2,92.3,82.0,91.4,0.06,OFF,OFF,OFF,False
2025-08-16T01:08:28.272763,3.28,23.6,2838,27.4,29.0,44.3,86.2,73.6,75.6,87.6,0.077,OFF,OFF,OFF,False
2025-08-16T01:13:28.272763,3.12,23.2,2738,27.5,24.6,39.8,80.0,73.8,68.6,77.6,0.072,OFF,OFF,OFF,False
2025-08-16T01:18:28.272763,2.29,23.4,2837,16.1,27.4,42.4,85.7,82.6,84.7,84.2,0.054,OFF,OFF,OFF,False
2025-08-16T01:23:28.272763,3.19,24.6,2791,20.6,23.7,44.7,90.5,82.3,83.7,85.0,0.078,OFF,OFF,OFF,False
2025-08-16T01:28:28.272763,3.54,23.0,2779,26.9,21.1,56.9,90.2,92.7,67.5,82.4,0.082,OFF,OFF,OFF,False
2025-08-16T01:33:28.272763,2.09,24.4,2660,18.4,20.6,58.0,84.7,94.1,71.7,91.5,0.051,OFF,OFF,OFF,False
2025-08-16T01:38:28.272763,2.18,23.3,2729,14.2,21.8,50.5,94.5,83.2,68.6,86.4,0.051,OFF,OFF,OFF,False
2025-08-16T01:43:28.272763,3.79,24.2,2803,25.1,28.1,30.5,76.0,90.8,84.4,85.4,0.092,OFF,OFF,OFF,False
2025-08-16T01:48:28.272763,4.51,23.8,2799,23.2,21.7,63.4,93.1,79.7,88.6,94.7,0.107,ON,OFF,OFF,False
2025-08-16T01:53:28.272763,2.34,24.3,2850,16.8,22.0,38.3,91.0,79.5,72.5,89.9,0.057,OFF,OFF,OFF,False
2025-08-16T01:58:28.272763,3.05,24.7,2729,23.3,22.1,58.1,91.8,90.1,83.4,79.3,0.075,OFF,OFF,OFF,False
2025-08-16T02:03:28.272763,3.18,23.5,2697,19.5,26.2,45.9,84.3,72.1,76.0,91.7,0.075,OFF,OFF,OFF,False
2025-08-16T02:08:28.272763,1.9,24.0,2751,12.2,26.8,60.5,91.9,76.3,82.3,89.2,0.046,OFF,OFF,OFF,False
2025-08-16T02:13:28.272763,1.95,23.2,2784,12.1,28.9,34.9,83.6,72.1,75.8,78.9,0.045,OFF,OFF,OFF,False
2025-08-16T02:18:28.272763,8.34,19.4,2146,75.9,29.7,59.6,36.5,89.2,70.5,84.1,0.162,ON,ON,ON,True
2025-08-16T02:23:28.272763,3.93,23.5,2711,30.9,27.8,69.9,84.9,85.7,71.3,94.4,0.093,OFF,OFF,OFF,False
2025-08-16T02:28:28.272763,3.54,23.8,2767,21.7,23.3,56.0,85.2,94.4,73.7,79.4,0.084,OFF,OFF,OFF,False
2025-08-16T02:33:28.272763,3.11,24.4,2687,24.3,28.5,65.9,92.8,85.8,83.9,83.2,0.076,OFF,OFF,OFF,False
2025-08-16T02:38:28.272763,3.88,24.8,2693,27.6,25.0,47.9,88.8,73.9,79.9,79.3,0.096,OFF,OFF,OFF,False
2025-08-16T02:43:28.272763,3.03,23.9,2652,19.2,24.9,65.3,88.5,88.0,79.9,80.0,0.072,OFF,OFF,OFF,False
2025-08-16T02:48:28.272763,4.27,23.4,2814,29.3,20.7,60.0,84.5,93.6,80.9,90.3,0.1,ON,OFF,OFF,False
2025-08-16T02:53:28.272763,2.93,23.1,2823,19.3,21.8,66.2,89.8,73.5,70.3,92.6,0.068,OFF,OFF,OFF,False
2025-08-16T02:58:28.272763,8.03,21.9,2265,77.4,29.7,50.5,24.6,88.6,83.6,78.3,0.176,ON,ON,ON,True
2025-08-16T03:03:28.272763,11.3,18.2,2117,74.0,23.7,41.5,39.8,74.5,78.4,90.5,0.206,ON,ON,ON,True
2025-08-16T03:08:28.272763,2.85,23.6,2722,21.8,21.9,62.0,92.2,73.6,71.6,86.7,0.067,OFF,OFF,OFF,False
2025-08-16T03:13:28.272763,4.38,23.7,2747,24.0,23.5,39.0,76.2,70.0,68.8,88.3,0.104,ON,OFF,OFF,False
2025-08-16T03:18:28.272763,3.48,24.0,2788,23.0,20.1,51.9,79.2,82.8,84.5,86.6,0.084,OFF,OFF,OFF,False
2025-08-16T03:23:28.272763,9.13,21.0,2296,76.8,23.4,40.7,34.0,92.6,89.0,82.9,0.192,ON,ON,ON,True
2025-08-16T03:28:28.272763,3.37,23.5,2707,18.6,25.1,50.2,80.2,77.4,78.6,84.5,0.079,OFF,OFF,OFF,False
2025-08-16T03:33:28.272763,3.12,23.8,2798,19.0,24.4,43.4,80.4,89.7,72.2,89.1,0.074,OFF,OFF,OFF,False
2025-08-16T03:38:28.272763,2.95,24.6,2817,19.8,28.2,48.5,81.1,79.2,81.6,90.2,0.073,OFF,OFF,OFF,False
2025-08-16T03:43:28.272763,10.49,21.5,2332,72.3,22.8,66.8,39.2,70.4,87.9,78.2,0.225,ON,ON,ON,True
2025-08-16T03:48:28.272763,3.41,23.4,2667,23.5,24.2,41.2,82.6,80.0,80.0,89.2,0.08,OFF,OFF,OFF,False
2025-08-16T03:53:28.272763,2.99,23.3,2760,20.9,28.2,32.1,78.5,83.9,77.0,75.3,0.07,OFF,OFF,OFF,False
2025-08-16T03:58:28.272763,1.76,24.2,2847,14.1,26.5,58.0,92.0,92.0,76.3,90.3,0.042,OFF,OFF,OFF,False
2025-08-16T04:03:28.272763,4.36,24.8,2683,32.3,22.2,66.1,79.6,85.4,74.7,94.6,0.108,ON,OFF,OFF,False
2025-08-16T04:08:28.272763,4.1,23.6,2825,25.3,29.3,36.9,78.0,94.7,88.4,79.8,0.097,ON,OFF,OFF,False
2025-08-16T04:13:28.272763,11.27,18.3,2026,63.1,27.1,54.2,41.1,78.1,72.5,93.7,0.206,ON,ON,ON,True
2025-08-16T04:18:28.272763,2.88,24.3,2788,27.8,22.8,59.3,76.4,92.2,75.8,89.8,0.07,OFF,OFF,OFF,False
2025-08-16T04:23:28.272763,4.49,24.9,2778,25.6,25.4,69.4,76.3,79.3,69.6,90.9,0.112,ON,OFF,OFF,False
2025-08-16T04:28:28.272763,2.13,24.6,2811,18.2,28.2,31.1,90.0,86.4,82.8,91.9,0.053,OFF,OFF,OFF,False
2025-08-16T04:33:28.272763,2.37,24.9,2747,15.8,27.9,37.1,78.4,86.8,70.1,91.0,0.059,OFF,OFF,OFF,False
2025-08-16T04:38:28.272763,2.09,24.9,2683,14.2,23.6,65.7,94.6,71.8,83.3,84.6,0.052,OFF,OFF,OFF,False
2025-08-16T04:43:28.272763,3.05,24.4,2686,29.6,22.5,57.7,91.5,89.9,79.6,90.6,0.075,OFF,OFF,OFF,False
2025-08-16T04:48:28.272763,1.93,23.9,2714,12.7,28.8,65.8,80.0,90.1,86.9,90.2,0.046,OFF,OFF,OFF,False
2025-08-16T04:53:28.272763,2.66,23.2,2802,18.4,26.3,63.0,93.2,76.8,66.7,88.0,0.062,OFF,OFF,OFF,False
2025-08-16T04:58:28.272763,2.95,24.4,2667,17.8,21.3,32.5,76.1,86.1,74.5,87.2,0.072,OFF,OFF,OFF,False
2025-08-16T05:03:28.272763,3.97,24.9,2679,22.7,21.2,44.8,87.2,77.3,89.9,93.9,0.099,OFF,OFF,OFF,False
2025-08-16T05:08:28.272763,3.38,24.6,2837,21.9,20.5,53.6,78.4,85.3,88.2,94.6,0.083,OFF,OFF,OFF,False
2025-08-16T05:13:28.272763,3.72,23.2,2701,22.6,29.8,52.6,79.0,92.0,89.1,87.8,0.086,OFF,OFF,OFF,False
2025-08-16T05:18:28.272763,2.34,23.5,2772,17.1,28.6,41.3,93.4,85.1,79.3,94.2,0.055,OFF,OFF,OFF,False
2025-08-16T05:23:28.272763,2.64,24.9,2776,17.0,29.6,67.4,83.1,77.1,82.4,80.3,0.066,OFF,OFF,OFF,False
2025-08-16T05:28:28.272763,2.73,23.9,2770,22.3,23.7,44.3,79.3,76.8,79.1,80.5,0.065,OFF,OFF,OFF,False
2025-08-16T05:33:28.272763,3.71,23.3,2800,27.0,20.1,54.2,81.1,72.7,72.0,87.3,0.086,OFF,OFF,OFF,False
2025-08-16T05:38:28.272763,2.33,23.3,2778,14.6,24.8,54.8,88.9,88.7,86.4,87.1,0.054,OFF,OFF,OFF,False
2025-08-16T05:43:28.272763,3.02,23.2,2754,20.5,20.7,69.0,85.1,71.7,66.9,80.5,0.07,OFF,OFF,OFF,False
2025-08-16T05:48:28.272763,2.94,24.9,2688,24.1,29.1,36.8,85.0,91.9,86.2,80.9,0.073,OFF,OFF,OFF,False
2025-08-16T05:53:28.272763,3.67,23.5,2657,31.7,26.4,32.4,84.4,76.0,65.3,87.0,0.086,OFF,OFF,OFF,False
2025-08-16T05:58:28.272763,2.6,24.6,2828,16.5,20.3,33.1,94.1,91.7,66.4,78.8,0.064,OFF,OFF,OFF,False
2025-08-16T06:03:28.272763,5.07,24.9,2662,31.4,21.7,34.0,84.4,75.9,78.3,88.1,0.126,ON,OFF,OFF,False
2025-08-16T06:08:28.272763,2.74,23.9,2654,16.4,23.3,66.2,79.4,92.2,72.2,81.0,0.066,OFF,OFF,OFF,False
2025-08-16T06:13:28.272763,2.14,24.5,2842,20.1,29.6,31.6,75.4,93.4,65.7,83.4,0.052,OFF,OFF,OFF,False
2025-08-16T06:18:28.272763,3.57,23.8,2662,22.2,26.3,61.4,85.8,76.9,85.9,89.0,0.085,OFF,OFF,OFF,False
2025-08-16T06:23:28.272763,2.63,24.1,2824,17.2,23.3,36.5,79.2,70.9,77.1,93.5,0.063,OFF,OFF,OFF,False
2025-08-16T06:28:28.272763,2.87,24.1,2775,19.7,28.3,41.1,80.2,90.3,65.7,93.6,0.069,OFF,OFF,OFF,False
2025-08-16T06:33:28.272763,2.14,23.9,2827,14.6,24.8,67.6,83.9,74.7,70.5,94.0,0.051,OFF,OFF,OFF,False
2025-08-16T06:38:28.272763,4.82,24.5,2730,31.8,24.2,51.9,94.2,75.4,73.2,75.1,0.118,ON,OFF,OFF,False
2025-08-16T06:43:28.272763,11.55,19.4,2446,66.9,27.0,53.7,30.8,80.8,67.2,86.7,0.224,ON,ON,ON,True
2025-08-16T06:48:28.272763,3.68,24.4,2685,24.0,21.9,31.4,75.7,78.6,87.1,82.5,0.09,OFF,OFF,OFF,False
2025-08-16T06:53:28.272763,8.46,19.0,2380,79.6,24.4,37.0,37.8,93.5,84.8,85.0,0.161,ON,ON,ON,True
2025-08-16T06:58:28.272763,3.89,23.1,2769,25.9,27.2,48.6,89.5,77.8,74.8,89.9,0.09,OFF,OFF,OFF,False
2025-08-16T07:03:28.272763,4.27,23.8,2694,29.1,29.6,56.8,90.9,74.4,88.1,80.6,0.102,ON,OFF,OFF,False
2025-08-16T07:08:28.272763,8.51,21.2,2452,70.2,25.9,47.1,47.2,76.5,76.8,92.1,0.18,ON,ON,ON,True
